seed	genes
HSFX1	HSPA1L
HSFX1	HSFX1
ITGB1BP2	RARA
ITGB1BP2	TRIB3
ITGB1BP2	CLIC1
ITGB1BP2	CSNK2B
ITGB1BP2	NFKBIA
ITGB1BP2	MYC
ITGB1BP2	HSPA1A
ITGB1BP2	PDS5A
ITGB1BP2	ITGB1BP2
LRRC6	CLIC1
LRRC6	MYC
LRRC6	HSPA1A
LRRC6	VARS
LRRC6	SCRIB
LRRC6	HSPA1L
LRRC6	LRRC6
HACD3	CLIC1
HACD3	MYC
HACD3	HSPA1A
HACD3	VARS
HACD3	HSPA1L
HACD3	HACD3
HACD3	TMEM258
HACD3	DNAJB7
UNC45B	HSPA1A
UNC45B	HSP90AA1
UNC45B	VARS
UNC45B	AIPL1
UNC45B	HSPA1B
UNC45B	HSPA1L
UNC45B	UNC45B
FBXO10	CLIC1
FBXO10	HSPA1A
FBXO10	CUL1
FBXO10	PSMA5
FBXO10	PPP1R12A
FBXO10	HSPA1B
FBXO10	HSPA1L
FBXO10	FBXO10
OTUD3	CLIC1
OTUD3	MYC
OTUD3	HSPA1A
OTUD3	PTEN
OTUD3	VARS
OTUD3	PSMA5
OTUD3	HSPA1L
OTUD3	OTUD3
OTUD3	DNAJB7
OTUD7A	CLIC1
OTUD7A	MYC
OTUD7A	TRAF6
OTUD7A	HSPA1A
OTUD7A	VARS
OTUD7A	PSMA5
OTUD7A	PLEKHO1
OTUD7A	HSPA1L
OTUD7A	OTUD7A
TMEM59	CLIC1
TMEM59	CSNK2B
TMEM59	ARPC2
TMEM59	CUL7
TMEM59	PSMA5
TMEM59	PPP1R12A
TMEM59	TMEM59
TMEM59	TYW1
CIAO2A	CLIC1
CIAO2A	MYC
CIAO2A	HSPA1A
CIAO2A	VARS
CIAO2A	TDRD3
CIAO2A	RPS6
CIAO2A	HSPA1L
CIAO2A	CIAO2A
C16orf72	CSNK2B
C16orf72	ARPC2
C16orf72	PPP1R12A
C16orf72	UNK
C16orf72	C16orf72
C16orf72	MYO18A
C16orf72	SLC4A7
CA6	CLIC1
CA6	MYC
CA6	HSPA1A
CA6	VARS
CA6	PSMA5
CA6	HSPA1L
CA6	CA6
CA6	HTN3
CA6	LYZ
CADPS2	HSPA1A
CADPS2	UBE2E3
CADPS2	RBX1
CADPS2	TRIM45
CADPS2	HSPA1L
CADPS2	CADPS2
DPYD	GAPDH
DPYD	HSPA1A
DPYD	KNL1
DPYD	HSPA1L
DPYD	DPYD
DPYD	DNAJB7
HTR1B	BNIPL
HTR1B	NME2
HTR1B	HSPA1A
HTR1B	NEU1
HTR1B	RMND5A
HTR1B	HSPA1L
HTR1B	EPPK1
HTR1B	HTR1B
IQCE	CLIC1
IQCE	CALM2
IQCE	MYC
IQCE	HSPA1A
IQCE	PSMA5
IQCE	IQCB1
IQCE	HSPA1L
IQCE	IQCE
KIF1A	KIF1BP
KIF1A	OFD1
KIF1A	RAB6A
KIF1A	PNKD
KIF1A	MKRN3
KIF1A	KIF1A
MTMR10	CLIC1
MTMR10	MYC
MTMR10	HSPA1A
MTMR10	TP53RK
MTMR10	VARS
MTMR10	HSPA1L
MTMR10	MTMR10
PCDH9	USP30
PCDH9	PCDH9
PCDH9	PCDHGB1
PCDH9	PSG8
PCDH9	RFTN2
PCDH9	CELSR2
WNK3	CLIC1
WNK3	MYC
WNK3	HSPA1A
WNK3	RBX1
WNK3	VARS
WNK3	HSPA1L
WNK3	KLHL3
WNK3	WNK3
WNK3	DNAJB7
FEZF2	CLIC1
FEZF2	CSNK2B
FEZF2	NFKBIA
FEZF2	MYC
FEZF2	TIMM13
FEZF2	HDAC1
FEZF2	HSPA1A
FEZF2	PDS5A
FEZF2	HSPA1L
FEZF2	FEZF2
FMOD	TGFB1
FMOD	CLIC1
FMOD	MYC
FMOD	HSPA1A
FMOD	VARS
FMOD	HSPA1L
FMOD	FMOD
FMOD	DNAJB7
STXBP5L	CLIC1
STXBP5L	MYC
STXBP5L	HSPA1A
STXBP5L	VARS
STXBP5L	PSMA5
STXBP5L	SYVN1
STXBP5L	HSPA1L
STXBP5L	STXBP5L
ATMIN	CLIC1
ATMIN	HSPA1A
ATMIN	VARS
ATMIN	WRNIP1
ATMIN	PSMA5
ATMIN	PPP6C
ATMIN	HSPA1L
ATMIN	ATMIN
SENP7	HSPA1A
SENP7	CDK9
SENP7	VARS
SENP7	PPP1R12A
SENP7	HSPA1L
SENP7	SENP7
SENP7	MYL12B
LMOD3	C7orf31
LMOD3	GNL1
LMOD3	CC2D1B
LMOD3	LMOD3
LMOD3	KLHL40
LMOD3	TYW1
ESPL1	CLIC1
ESPL1	MYC
ESPL1	HSPA1A
ESPL1	ARPC2
ESPL1	PLEC
ESPL1	PPP1R12A
ESPL1	ESPL1
ESPL1	GFOD1
ESPL1	MYO18A
DCBLD2	EGFR
DCBLD2	HSPA1A
DCBLD2	VARS
DCBLD2	HSPA1B
DCBLD2	HSPA1L
DCBLD2	AAMP
DCBLD2	DCBLD2
PRR5L	CLIC1
PRR5L	MYC
PRR5L	HSPA1A
PRR5L	VARS
PRR5L	MAPKAP1
PRR5L	SRGAP2
PRR5L	RPS6
PRR5L	HSPA1L
PRR5L	PRR5L
PRDM6	CLIC1
PRDM6	MYC
PRDM6	HSPA1A
PRDM6	CBX1
PRDM6	VARS
PRDM6	PSMA5
PRDM6	HSPA1L
PRDM6	PRDM6
COQ4	CLIC1
COQ4	MYC
COQ4	HSPA1A
COQ4	USP44
COQ4	RPS15
COQ4	MRPL23
COQ4	HSPA1L
COQ4	COQ4
COQ4	MRPS30
COQ4	MRPL18
COQ5	CLIC1
COQ5	PSMA5
COQ5	IQCB1
COQ5	MRPL16
COQ5	COQ5
COQ5	MRPS30
COQ5	MRPL18
MST1	TNNI3K
MST1	KIF1BP
MST1	TNNI3
MST1	OFD1
MST1	RAB6A
MST1	AIP
MST1	PNKD
MST1	MST1
RPS19BP1	HSPA1A
RPS19BP1	PTPN7
RPS19BP1	HSPA1L
RPS19BP1	RPS19BP1
RPS19BP1	DNAJB7
ENPP2	ACP2
ENPP2	CDS1
ENPP2	REEP6
ENPP2	ENPP2
ENPP2	LPAR1
ENPP2	RTN2
ENPP2	ENPP4
ENPP2	GPR89A
LPAR1	ACP2
LPAR1	LPAR1
LPAR1	RTN2
LPAR1	ENPP4
LPAR1	GPR89A
CEL	CLIC1
CEL	MYC
CEL	HSPA1A
CEL	FEN1
CEL	KLF16
CEL	FOXA3
CEL	HSPA1L
CEL	BPGM
CEL	CEL
CEL	LMNB2
DHX33	CLIC1
DHX33	MYC
DHX33	HSPA1A
DHX33	VARS
DHX33	PSMA5
DHX33	HSPA1L
DHX33	DHX33
FBXO43	CDC20
FBXO43	HSPA1A
FBXO43	KNL1
FBXO43	HSPA1L
FBXO43	FBXO43
FBXO43	DNAJB7
TPP1	CLIC1
TPP1	MYC
TPP1	HSPA1A
TPP1	VARS
TPP1	PSMA5
TPP1	HSPA1L
TPP1	TPP1
IL32	NDN
IL32	NEFL
IL32	VPS26A
IL32	MAGEL2
IL32	IL32
IL32	FAM102B
MICALL1	CLIC1
MICALL1	MYC
MICALL1	HSPA1A
MICALL1	VARS
MICALL1	PSMA5
MICALL1	ANKFY1
MICALL1	HSPA1L
MICALL1	MICALL1
PANX1	NUFIP2
PANX1	GRAMD1A
PANX1	PANX1
PANX1	CHRNA9
PANX1	HTR3A
PANX1	ANKRD10
PANX1	PCNX3
ELOVL4	CSNK2B
ELOVL4	ERBB2
ELOVL4	GRB7
ELOVL4	CHN1
ELOVL4	PDS5A
ELOVL4	ELOVL4
ELOVL4	LYPD3
ELOVL4	LY6G6F
ATP2A3	TTF2
ATP2A3	CLIC1
ATP2A3	MYC
ATP2A3	HSPA1A
ATP2A3	HDAC11
ATP2A3	VARS
ATP2A3	HSPA1L
ATP2A3	ATP2A3
DLGAP4	CLIC1
DLGAP4	MYC
DLGAP4	HSPA1A
DLGAP4	SORBS2
DLGAP4	PPP1R1B
DLGAP4	ARPC2
DLGAP4	PLEC
DLGAP4	PPP1R12A
DLGAP4	DLGAP4
DLGAP4	MYO18A
DCAF17	CLIC1
DCAF17	MYC
DCAF17	HSPA1A
DCAF17	VARS
DCAF17	PSMA5
DCAF17	IQCB1
DCAF17	HSPA1L
DCAF17	SPATA24
DCAF17	DCAF17
WDTC1	CLIC1
WDTC1	MYC
WDTC1	HSPA1A
WDTC1	RBX1
WDTC1	VARS
WDTC1	HSPA1L
WDTC1	WDTC1
WDTC1	DNAJB7
DCAF5	CLIC1
DCAF5	MYC
DCAF5	HSPA1A
DCAF5	VARS
DCAF5	TCP1
DCAF5	HSPA1L
DCAF5	DCAF5
DCAF12	CLIC1
DCAF12	MYC
DCAF12	HSPA1A
DCAF12	EGFL6
DCAF12	PSMA5
DCAF12	SYVN1
DCAF12	HSPA1L
DCAF12	ZZEF1
DCAF12	DCAF12
DCAF15	CLIC1
DCAF15	MYC
DCAF15	DSTYK
DCAF15	HSPA1A
DCAF15	PSMA5
DCAF15	RMI1
DCAF15	PSMB1
DCAF15	HSPA1L
DCAF15	DCAF15
DCAF15	ZNF503
PHIP	ORC1
PHIP	CLIC1
PHIP	MYC
PHIP	HSPA1A
PHIP	VARS
PHIP	PSMA5
PHIP	HSPA1L
PHIP	PHIP
SENP5	HSPA1A
SENP5	OFD1
SENP5	RBX1
SENP5	RAB6A
SENP5	FBXO31
SENP5	ZNF131
SENP5	HSPA1L
SENP5	SENP5
MGST1	EGFR
MGST1	HSPA1A
MGST1	VARS
MGST1	HSPA1B
MGST1	HSPA1L
MGST1	AAMP
MGST1	MGST1
TMC8	CLIC1
TMC8	TRAF2
TMC8	MYC
TMC8	HSPA1A
TMC8	RHEB
TMC8	VARS
TMC8	HSPA1L
TMC8	TMC8
TMC8	ZNF662
TMC8	DNAJB7
CACNA1G	RANBP9
CACNA1G	CLIC1
CACNA1G	MYC
CACNA1G	HSPA1A
CACNA1G	VARS
CACNA1G	PSMA5
CACNA1G	HSPA1L
CACNA1G	CACNA1G
FRS3	CLIC1
FRS3	MYC
FRS3	ERBB2
FRS3	HSPA1A
FRS3	GRB7
FRS3	CHN1
FRS3	FRS3
FRS3	LY6G6F
RNF144A	CLIC1
RNF144A	MYC
RNF144A	HSPA1A
RNF144A	ARPC2
RNF144A	PLEC
RNF144A	PPP1R12A
RNF144A	RNF144A
RNF144A	MYO18A
FDX1	RELA
FDX1	TIMM13
FDX1	HSPA1A
FDX1	HSPA1L
FDX1	GPATCH8
FDX1	FDX1
FDX1	HCCS
ASCC1	CSRP1
ASCC1	CLIC1
ASCC1	AURKA
ASCC1	HSPA1A
ASCC1	PSMA5
ASCC1	HSPA1L
ASCC1	ASCC1
UFSP2	SORT1
UFSP2	BAG6
UFSP2	HSPA1A
UFSP2	DPT
UFSP2	USP1
UFSP2	HSPA1L
UFSP2	UFSP2
SOX3	CLIC1
SOX3	MYC
SOX3	HSPA1A
SOX3	VARS
SOX3	PSMA5
SOX3	HSPA1L
SOX3	SOX3
AANAT	CLIC1
AANAT	MYC
AANAT	ERBB2
AANAT	HSPA1A
AANAT	GRB7
AANAT	CHN1
AANAT	TOP1
AANAT	AANAT
AANAT	LY6G6F
ABO	CLIC1
ABO	MYC
ABO	HSPA1A
ABO	CIT
ABO	CYCS
ABO	UBTF
ABO	EDA
ABO	HECW2
ABO	HSPA1L
ABO	SLC25A17
ABO	ABO
ABO	LARP4B
ALDH3B1	CLIC1
ALDH3B1	MYC
ALDH3B1	HSPA1A
ALDH3B1	VARS
ALDH3B1	HSPA1L
ALDH3B1	ALDH3B1
ALDH3B1	DNAJB7
ALPP	CLIC1
ALPP	MYC
ALPP	HSPA1A
ALPP	NSFL1C
ALPP	VARS
ALPP	HSPA1L
ALPP	ALPP
ALPP	DNAJB7
NUDT2	ORC1
NUDT2	MCM6
NUDT2	CLIC1
NUDT2	MYC
NUDT2	HSPA1A
NUDT2	VARS
NUDT2	PSMA5
NUDT2	HSPA1L
NUDT2	NUDT2
AQP9	CLIC1
AQP9	FATE1
AQP9	MYC
AQP9	HLA-B
AQP9	HSPA1A
AQP9	LNPEP
AQP9	VARS
AQP9	HSPA1L
AQP9	AQP9
AQP9	SIAE
ATP5MC1	SORT1
ATP5MC1	BAG6
ATP5MC1	HSPA1A
ATP5MC1	ING1
ATP5MC1	ACTN2
ATP5MC1	DPT
ATP5MC1	USP1
ATP5MC1	BRMS1L
ATP5MC1	HSPA1L
ATP5MC1	ATP5MC1
ATP5MC1	MYH1
BAAT	TRIM37
BAAT	PEX5
BAAT	RASD1
BAAT	ARRDC4
BAAT	MKRN3
BAAT	TRIM65
BAAT	BAAT
BAAT	CDC20B
ADGRB3	CLIC1
ADGRB3	CSNK2B
ADGRB3	NFKBIA
ADGRB3	MYC
ADGRB3	HSPA1A
ADGRB3	ADH5
ADGRB3	SNTA1
ADGRB3	PDS5A
ADGRB3	ADRA1D
ADGRB3	ADGRB3
ADGRB3	ADGRB2
BFSP1	CCDC85B
BFSP1	TCEANC
BFSP1	GPANK1
BFSP1	NUP54
BFSP1	BFSP1
BFSP1	C2CD6
BLVRA	CLIC1
BLVRA	MYC
BLVRA	HSPA1A
BLVRA	VARS
BLVRA	PSMA5
BLVRA	HSPA1L
BLVRA	BLVRA
BTC	CLIC1
BTC	MYC
BTC	ERBB2
BTC	HSPA1A
BTC	GRB7
BTC	CHN1
BTC	HSPA1L
BTC	BTC
BTC	LY6G6F
TSPO	SRGN
TSPO	BAG6
TSPO	HSPA1A
TSPO	DPT
TSPO	PSRC1
TSPO	HSPA1L
TSPO	RNASEH2A
TSPO	TSPO
TSPO	AGPAT1
CFAP410	SKAP1
CFAP410	TTF2
CFAP410	CLIC1
CFAP410	MYC
CFAP410	HSPA1A
CFAP410	NEK1
CFAP410	HSPA1L
CFAP410	CFAP410
CFAP410	ALS2
CFAP410	ALMS1
CAPG	CLIC1
CAPG	RABGEF1
CAPG	TRAPPC2
CAPG	PSMA5
CAPG	DAZAP1
CAPG	VPS45
CAPG	CAPG
CBR3	CLIC1
CBR3	MYC
CBR3	HSPA1A
CBR3	VARS
CBR3	USP3
CBR3	HSPA1L
CBR3	CBR3
CCKBR	ABHD16A
CCKBR	CCK
CCKBR	PXK
CCKBR	CCKBR
CCKBR	GPRC5C
CCKBR	B4GAT1
SIGLEC6	FHL2
SIGLEC6	CLIC1
SIGLEC6	MYC
SIGLEC6	HSPA1A
SIGLEC6	VARS
SIGLEC6	PSMA5
SIGLEC6	HSPA1L
SIGLEC6	SIGLEC6
ENTPD5	CLIC1
ENTPD5	HSPA1A
ENTPD5	VARS
ENTPD5	MXI1
ENTPD5	PSMA5
ENTPD5	PPP6C
ENTPD5	PPP6R3
ENTPD5	HSPA1L
ENTPD5	ENTPD5
CD69	CLIC1
CD69	HDAC5
CD69	CAMK2A
CD69	HSPA1A
CD69	GNAO1
CD69	PSMA5
CD69	HSPA1L
CD69	CD69
CD69	GPR35
CDR1	ZMYND10
CDR1	PAX8
CDR1	KNL1
CDR1	SERINC1
CDR1	CDR1
CDR1	ADGRE5
CDR1	BACE2
CHD2	CLIC1
CHD2	MYC
CHD2	HSPA1A
CHD2	VARS
CHD2	PSMA5
CHD2	HSPA1L
CHD2	CHD2
CHRNG	LSM2
CHRNG	SPRY2
CHRNG	CDK5RAP3
CHRNG	CRMP1
CHRNG	CHRNA1
CHRNG	CHRNG
CHRNG	TRIM51
COL8A2	RELA
COL8A2	CSNK2B
COL8A2	NFKBIA
COL8A2	HSPA1A
COL8A2	COL2A1
COL8A2	HSPA1L
COL8A2	COL8A2
COL8A2	PNMT
COX8A	CSNK2B
COX8A	ERBB2
COX8A	GRB7
COX8A	CHN1
COX8A	NPM1
COX8A	PDS5A
COX8A	COX8A
COX8A	MRPS30
COX8A	LY6G6F
CPT1B	APP
CPT1B	CLIC1
CPT1B	GPANK1
CPT1B	TFPI
CPT1B	PSMA5
CPT1B	MVB12A
CPT1B	RPUSD2
CPT1B	TEX44
CPT1B	CPT1B
CRYBA4	CLIC1
CRYBA4	IKZF3
CRYBA4	DDB2
CRYBA4	PSMA5
CRYBA4	CRYBA4
CSN2	CLIC1
CSN2	CSNK2B
CSN2	NFKBIA
CSN2	MYC
CSN2	HSPA1A
CSN2	PDS5A
CSN2	HSPA1L
CSN2	CSN2
CTSZ	LSM2
CTSZ	CLIC1
CTSZ	HSPA1A
CTSZ	EFTUD2
CTSZ	VARS
CTSZ	HSPA1L
CTSZ	CTSZ
CTSZ	SLC4A7
CYB561	CLIC1
CYB561	MYC
CYB561	HSPA1A
CYB561	UBTF
CYB561	VARS
CYB561	EDA
CYB561	HSPA1L
CYB561	CYB561
CYP1A1	CSTF1
CYP1A1	CLIC1
CYP1A1	MYC
CYP1A1	HSPA1A
CYP1A1	VARS
CYP1A1	HSPA1L
CYP1A1	CYP1A1
AKR1C1	CLIC1
AKR1C1	CSNK2B
AKR1C1	NFKBIA
AKR1C1	MYC
AKR1C1	HSPA1A
AKR1C1	PDS5A
AKR1C1	AKR1C1
AKR1C1	AKR1D1
AKR1C1	APLNR
EHHADH	TRIM37
EHHADH	PEX5
EHHADH	RASD1
EHHADH	ARRDC4
EHHADH	MKRN3
EHHADH	TRIM65
EHHADH	EHHADH
EHHADH	CDC20B
EMP1	CSNK2B
EMP1	SRGN
EMP1	BAG6
EMP1	CEP70
EMP1	HSPA1A
EMP1	DPT
EMP1	PDS5A
EMP1	HSPA1L
EMP1	EMP1
EMP1	ZBTB49
FAAH	CLIC1
FAAH	MYC
FAAH	HSPA1A
FAAH	MME
FAAH	VARS
FAAH	HSPA1L
FAAH	FAAH
FAAH	DNAJB7
FABP2	CLIC1
FABP2	MYC
FABP2	HSPA1A
FABP2	OFD1
FABP2	VARS
FABP2	RAB6A
FABP2	HSPA1L
FABP2	ALDH1B1
FABP2	FABP2
FABP3	BNIPL
FABP3	FKBP1A
FABP3	NME2
FABP3	HSPA1A
FABP3	RMND5A
FABP3	HSPA1L
FABP3	EPPK1
FABP3	FABP3
FAH	EGFR
FAH	HSPA1A
FAH	VARS
FAH	HSPA1B
FAH	HSPA1L
FAH	AAMP
FAH	FAH
FCER2	SORT1
FCER2	BAG6
FCER2	HSPA1A
FCER2	PARP9
FCER2	DPT
FCER2	USP1
FCER2	PARP14
FCER2	HSPA1L
FCER2	FCER2
FOXC2	CLIC1
FOXC2	DACH1
FOXC2	MYC
FOXC2	HSPA1A
FOXC2	VARS
FOXC2	PSMA5
FOXC2	HSPA1L
FOXC2	FOXC2
GALNT3	APPBP2
GALNT3	NUFIP2
GALNT3	GALNT3
GALNT3	LONRF3
GALNT3	CHRNA9
GALNT3	ANKRD10
GDNF	HSPA1A
GDNF	NEU1
GDNF	RMND5A
GDNF	HSPA1L
GDNF	GDNF
GDNF	DNAJB7
GIP	CLIC1
GIP	CSNK2B
GIP	NFKBIA
GIP	MYC
GIP	HSPA1A
GIP	POLR2J
GIP	PDS5A
GIP	HSPA1L
GIP	GIP
GPR25	CLIC1
GPR25	FATE1
GPR25	MYC
GPR25	HLA-B
GPR25	HSPA1A
GPR25	LNPEP
GPR25	VARS
GPR25	HSPA1L
GPR25	GPR25
GPR25	SIAE
GRM2	RELA
GRM2	HSPA1A
GRM2	GOPC
GRM2	SSTR5
GRM2	HSPA1L
GRM2	GRM2
GRM2	ZBTB49
GRM2	PNMT
GSTM5	RARA
GSTM5	TRIB3
GSTM5	CSNK2B
GSTM5	NFKBIA
GSTM5	GSTM4
GSTM5	HLA-DQA1
GSTM5	PDS5A
GSTM5	LRIF1
GSTM5	GSTM5
GYPA	SORT1
GYPA	GOLGA7
GYPA	BAG6
GYPA	HSPA1A
GYPA	ING1
GYPA	ACTN2
GYPA	DPT
GYPA	USP1
GYPA	BRMS1L
GYPA	HSPA1L
GYPA	GYPA
GYPA	MYH1
HBA2	CLIC1
HBA2	MYC
HBA2	HSPA1A
HBA2	VARS
HBA2	PSMA5
HBA2	IQCB1
HBA2	HSPA1L
HBA2	HBA2
HBQ1	ERBB2
HBQ1	ERBB3
HBQ1	HSPA1A
HBQ1	CHN1
HBQ1	HBD
HBQ1	HSPA1L
HBQ1	HBQ1
HBQ1	GDPD1
HDC	ERBB2
HDC	HSPA4
HDC	CHN1
HDC	OFD1
HDC	RAB6A
HDC	GZMA
HDC	AIPL1
HDC	HDC
HLA-DOA	NUFIP2
HLA-DOA	GRAMD1A
HLA-DOA	HLA-DOA
HLA-DOA	CHRNA9
HLA-DOA	HTR3A
HLA-DOA	ANKRD10
HLA-DOA	PCNX3
MR1	CLIC1
MR1	MYC
MR1	HSPA1A
MR1	TRAPPC2
MR1	PSMA5
MR1	HSPA1L
MR1	MR1
MR1	TMPRSS11B
MR1	BACE2
HOXB5	NDN
HOXB5	CLIC1
HOXB5	MYC
HOXB5	HSPA1A
HOXB5	NEFL
HOXB5	VPS26A
HOXB5	HSPA1L
HOXB5	MAGEL2
HOXB5	HOXB5
HOXB5	FAM102B
ICAM4	TRIM37
ICAM4	RASD1
ICAM4	CATIP
ICAM4	ICAM4
ICAM4	KRT31
ICAM4	CDC20B
ICAM4	C2CD6
IMPA2	CLIC1
IMPA2	HSPA1A
IMPA2	EFTUD2
IMPA2	CYCS
IMPA2	VARS
IMPA2	HSPA1L
IMPA2	IMPA2
IMPA2	PGLS
IMPA2	GLRX2
IMPA2	SLC4A7
INHA	HSPA5
INHA	CLIC1
INHA	MYC
INHA	TIMM13
INHA	HSPA1A
INHA	VARS
INHA	HSPA1L
INHA	INHA
INHA	DNAJB7
KCNS2	CLIC1
KCNS2	FATE1
KCNS2	MYC
KCNS2	HLA-B
KCNS2	HSPA1A
KCNS2	LNPEP
KCNS2	VARS
KCNS2	HSPA1L
KCNS2	KCNS2
KCNS2	SIAE
KIF2A	CLIC1
KIF2A	MYC
KIF2A	HSPA1A
KIF2A	VARS
KIF2A	PSMA5
KIF2A	HSPA1L
KIF2A	KIF2A
KRT4	SORT1
KRT4	BAG6
KRT4	HSPA1A
KRT4	DPT
KRT4	USP1
KRT4	HSPA1L
KRT4	KRT4
KRT13	LSM2
KRT13	CDK5RAP3
KRT13	CRMP1
KRT13	NEFL
KRT13	KRT13
KRT13	C2CD6
KRT31	TRIM37
KRT31	RASD1
KRT31	CATIP
KRT31	KRT31
KRT31	CDC20B
KRT31	C2CD6
KRT83	HSPA1A
KRT83	CHD4
KRT83	HSPA1B
KRT83	HSPA1L
KRT83	KRT83
KRT83	DNAJB7
KRT86	EGFR
KRT86	HSPA1A
KRT86	VARS
KRT86	HSPA1B
KRT86	HSPA1L
KRT86	AAMP
KRT86	KRT86
LETM1	CLIC1
LETM1	CSNK2B
LETM1	NFKBIA
LETM1	MYC
LETM1	HSPA1A
LETM1	TCEA1
LETM1	PDS5A
LETM1	LETM1
LETM1	HSD3B2
LETM1	HSD3B1
MAB21L1	CLIC1
MAB21L1	MYC
MAB21L1	HSPA1A
MAB21L1	MEIS1
MAB21L1	MTNR1A
MAB21L1	VARS
MAB21L1	HSPA1L
MAB21L1	MAB21L1
MAB21L1	TRMT10B
MAB21L1	PTX3
MAB21L1	MRPS18C
MAGEA8	CLIC1
MAGEA8	RUNDC3A
MAGEA8	MAGEB4
MAGEA8	MYC
MAGEA8	HSPA1A
MAGEA8	FEN1
MAGEA8	TDRD7
MAGEA8	RHEB
MAGEA8	RAP1A
MAGEA8	PIMREG
MAGEA8	MAGEA8
MAGEA8	BEX5
MAGEA9	CLIC1
MAGEA9	MYC
MAGEA9	HSPA1A
MAGEA9	SIAH2
MAGEA9	ARPC2
MAGEA9	PLEC
MAGEA9	EGLN1
MAGEA9	PPP1R12A
MAGEA9	HSPA1L
MAGEA9	MAGEA9
MAGEA9	MYO18A
MATN3	CLIC1
MATN3	MYC
MATN3	HSPA1A
MATN3	CA8
MATN3	TF
MATN3	VARS
MATN3	HSPA1L
MATN3	MATN3
MELTF	CLIC1
MELTF	MYC
MELTF	HSPA1A
MELTF	OFD1
MELTF	PDIA3
MELTF	VARS
MELTF	RAB6A
MELTF	HSPA1L
MELTF	MELTF
MPP2	CLIC1
MPP2	CSNK2B
MPP2	NFKBIA
MPP2	MYC
MPP2	HSPA1A
MPP2	PDS5A
MPP2	HSPA1L
MPP2	MPP2
MT1F	NOP2
MT1F	SORT1
MT1F	CLIC1
MT1F	MYC
MT1F	HSPA1A
MT1F	VARS
MT1F	HSPA1L
MT1F	MT1F
MTRR	CLIC1
MTRR	MYC
MTRR	HSPA1A
MTRR	TP53RK
MTRR	VARS
MTRR	PSMA5
MTRR	HSPA1L
MTRR	SMS
MTRR	MTRR
MYH7	CSNK2B
MYH7	BAG6
MYH7	HSPA1A
MYH7	DPT
MYH7	SEC61B
MYH7	HSPA1L
MYH7	MYH7
NAP1L3	LSM2
NAP1L3	CLIC1
NAP1L3	DACH1
NAP1L3	MYC
NAP1L3	CDK5RAP3
NAP1L3	HSPA1A
NAP1L3	TSPYL1
NAP1L3	CRMP1
NAP1L3	TRIM44
NAP1L3	NAP1L3
NEU2	TRIM37
NEU2	PEX5
NEU2	RASD1
NEU2	MKRN3
NEU2	NEU2
NEU2	CDC20B
NINJ1	CYCS
NINJ1	CATIP
NINJ1	NINJ1
NINJ1	EXOC3-AS1
NINJ1	KRT40
NINJ1	IQUB
NINJ1	C2CD6
OPCML	CLIC1
OPCML	MYC
OPCML	ERBB2
OPCML	HSPA1A
OPCML	GRB7
OPCML	CHN1
OPCML	HSPA1L
OPCML	OPCML
OPCML	LY6G6F
P2RY6	ERBB2
P2RY6	GRB7
P2RY6	CHN1
P2RY6	FGFR4
P2RY6	P2RY6
P2RY6	LY6G6F
PAX4	CLIC1
PAX4	AURKA
PAX4	HSPA1A
PAX4	PSMA5
PAX4	HSPA1L
PAX4	PAX4
PBX2	CSNK2B
PBX2	NFKBIA
PBX2	VARS
PBX2	PDS5A
PBX2	PBX2
PBX2	FOXI2
PLCB4	REL
PLCB4	LSM2
PLCB4	CSNK2B
PLCB4	NFKBIA
PLCB4	TIMM13
PLCB4	PDS5A
PLCB4	PLCB4
PLCB4	MIEN1
PLP1	ERBB2
PLP1	GRB7
PLP1	CHN1
PLP1	CDS1
PLP1	TNS2
PLP1	REEP6
PLP1	PLP1
PLP1	RTN2
PLP1	LY6G6F
PMP2	CLIC1
PMP2	MYC
PMP2	HSPA1A
PMP2	VARS
PMP2	PSMA5
PMP2	TKT
PMP2	HSPA1L
PMP2	PMP2
PRB1	CLIC1
PRB1	MYC
PRB1	ERBB2
PRB1	HSPA1A
PRB1	GRB7
PRB1	CHN1
PRB1	TOP1
PRB1	PRB1
PRB1	LY6G6F
PRPS2	LSM2
PRPS2	CLIC1
PRPS2	HSPA1A
PRPS2	EFTUD2
PRPS2	VARS
PRPS2	HSPA1L
PRPS2	PRPS2
PRPS2	HLA-DQB2
PRPS2	SLC4A7
PRRG2	CLIC1
PRRG2	FATE1
PRRG2	MYC
PRRG2	HLA-B
PRRG2	HSPA1A
PRRG2	LNPEP
PRRG2	VARS
PRRG2	HSPA1L
PRRG2	PRRG2
PRRG2	SIAE
PYGM	CLIC1
PYGM	MYC
PYGM	PACSIN3
PYGM	HSPA1A
PYGM	VARS
PYGM	HSPA1L
PYGM	PYGM
PYGM	DNAJB7
QDPR	CLIC1
QDPR	MYC
QDPR	HSPA1A
QDPR	VARS
QDPR	PSMA5
QDPR	IQCB1
QDPR	HSPA1L
QDPR	QDPR
CXCL11	CLIC1
CXCL11	MYC
CXCL11	HSPA1A
CXCL11	SMARCB1
CXCL11	IKZF3
CXCL11	VARS
CXCL11	PSMA5
CXCL11	HSPA1L
CXCL11	CXCL11
XCL1	CLIC1
XCL1	DDX39A
XCL1	MYC
XCL1	HSPA1A
XCL1	VARS
XCL1	HSPA1L
XCL1	FAT3
XCL1	XCL1
