seed	genes
OGFOD1	CLIC1
OGFOD1	CSNK2B
OGFOD1	NFKBIA
OGFOD1	MYC
OGFOD1	HSPA1A
OGFOD1	PDS5A
OGFOD1	HSPA1L
OGFOD1	OGFOD1
OGFOD1	TBCE
PLPBP	CLIC1
PLPBP	MYC
PLPBP	HSPA1A
PLPBP	HK1
PLPBP	HSPA1L
PLPBP	PLPBP
PLPBP	HKDC1
EIF2S3	DCC
EIF2S3	SIAH2
EIF2S3	OFD1
EIF2S3	ARPC2
EIF2S3	RAB6A
EIF2S3	AIP
EIF2S3	PPP1R12A
EIF2S3	EIF2S3
EIF2S3	MYO18A
TATDN1	MLF1
TATDN1	PLEC
TATDN1	IRF2BP1
TATDN1	PPP1R12A
TATDN1	KNL1
TATDN1	TATDN1
TATDN1	MYO18A
TATDN1	ALMS1
PGD	CLIC1
PGD	MYC
PGD	HSPA1A
PGD	OFD1
PGD	VARS
PGD	RAB6A
PGD	HSPA1L
PGD	PGD
ACOT7	CLIC1
ACOT7	MYC
ACOT7	HSPA1A
ACOT7	VARS
ACOT7	PSMA5
ACOT7	HSPA1L
ACOT7	ACOT7
ACOT7	RELT
MON2	CLIC1
MON2	MYC
MON2	HSPA1A
MON2	PSMA5
MON2	IQCB1
MON2	HSPA1L
MON2	CA14
MON2	MON2
ELP6	CLIC1
ELP6	MYC
ELP6	HSPA1A
ELP6	PSMA6
ELP6	VARS
ELP6	PSMA5
ELP6	HSPA1L
ELP6	ELP6
GOT1	HSPA1A
GOT1	IDH1
GOT1	VARS
GOT1	PSMA5
GOT1	DAZAP1
GOT1	PPP6C
GOT1	HSPA1L
GOT1	GOT1
AP3M1	LSM2
AP3M1	CLIC1
AP3M1	MYC
AP3M1	CDK5RAP3
AP3M1	HSPA1A
AP3M1	CRMP1
AP3M1	UBTF
AP3M1	HSPA1L
AP3M1	AP3M1
CCDC124	CLIC1
CCDC124	HSPA1A
CCDC124	EFTUD2
CCDC124	VARS
CCDC124	HSPA1L
CCDC124	CCDC124
CCDC124	SLC4A7
XPOT	CLIC1
XPOT	MYC
XPOT	HSPA1A
XPOT	VARS
XPOT	PSMA5
XPOT	HSPA1L
XPOT	XPOT
FKBP9	CLIC1
FKBP9	MYC
FKBP9	HSPA1A
FKBP9	VARS
FKBP9	HK1
FKBP9	HSPA1L
FKBP9	FKBP9
FKBP9	HKDC1
CLUH	TTF2
CLUH	CLIC1
CLUH	MYC
CLUH	HSPA1A
CLUH	HDAC11
CLUH	VARS
CLUH	HSPA1L
CLUH	CLUH
WDR4	CLIC1
WDR4	MYC
WDR4	HSPA1A
WDR4	FEN1
WDR4	VARS
WDR4	HSPA1L
WDR4	WDR4
CRTAP	CLIC1
CRTAP	MYC
CRTAP	HSPA1A
CRTAP	ARPC2
CRTAP	PLEC
CRTAP	PPP1R12A
CRTAP	ACTR2
CRTAP	CRTAP
CRTAP	MYO18A
NCDN	CLIC1
NCDN	MYC
NCDN	HSPA1A
NCDN	VARS
NCDN	PSMA5
NCDN	TSSC4
NCDN	HSPA1L
NCDN	NCDN
ISOC1	CLIC1
ISOC1	MYC
ISOC1	HSPA1A
ISOC1	VARS
ISOC1	PSMA5
ISOC1	HSPA1L
ISOC1	ISOC1
MYO1E	CLIC1
MYO1E	MYC
MYO1E	HSPA1A
MYO1E	ARPC2
MYO1E	PLEC
MYO1E	PPP1R12A
MYO1E	HSPA1L
MYO1E	MYO1E
MYO1E	MYO18A
PDIA4	SLC25A17
PDIA4	PDIA4
PDIA4	TMEM41A
PDIA4	TCTN3
PDIA4	GPR89A
CNDP2	CLIC1
CNDP2	MYC
CNDP2	HSPA1A
CNDP2	VARS
CNDP2	PSMA5
CNDP2	HSPA1L
CNDP2	CNDP2
CNDP2	NANS
GBP2	LSM2
GBP2	CLIC1
GBP2	CSNK2B
GBP2	NFKBIA
GBP2	MYC
GBP2	HSPA1A
GBP2	PDS5A
GBP2	GBP2
MAN2B1	CLIC1
MAN2B1	MYC
MAN2B1	HSPA1A
MAN2B1	VARS
MAN2B1	PSMA5
MAN2B1	NAGA
MAN2B1	HSPA1L
MAN2B1	LRRC47
MAN2B1	MAN2B1
GBP1	CLIC1
GBP1	MYC
GBP1	HSPA1A
GBP1	METAP2
GBP1	VARS
GBP1	HSPA1L
GBP1	GBP1
PBDC1	OFD1
PBDC1	ARPC2
PBDC1	RAB6A
PBDC1	PPP1R12A
PBDC1	TTLL12
PBDC1	PBDC1
PBDC1	MYO18A
PDE3A	CLIC1
PDE3A	MYC
PDE3A	HSPA1A
PDE3A	KIF11
PDE3A	VARS
PDE3A	PSMA5
PDE3A	HSPA1L
PDE3A	PDE3A
PDXDC1	EGFR
PDXDC1	PHLDA3
PDXDC1	HSPA1A
PDXDC1	VARS
PDXDC1	HSPA1B
PDXDC1	HSPA1L
PDXDC1	PDXDC1
PDXDC1	AAMP
FTO	ARPC2
FTO	PPP1R12A
FTO	EEF2
FTO	FTO
FTO	OR5F1
FTO	MYO18A
GDA	ARPC2
GDA	PLEC
GDA	MYL6B
GDA	PPP1R12A
GDA	C11orf58
GDA	C7orf31
GDA	GDA
GDA	MYO18A
GNS	CLIC1
GNS	MYC
GNS	HSPA1A
GNS	ARPC2
GNS	PLEC
GNS	MYL6B
GNS	PPP1R12A
GNS	C11orf58
GNS	GNS
GNS	MYO18A
GNS	ENGASE
C18orf25	CLIC1
C18orf25	CSNK2B
C18orf25	NFKBIA
C18orf25	MYC
C18orf25	HSPA1A
C18orf25	PDS5A
C18orf25	C18orf25
C18orf25	PIP4K2A
RABEP2	CLIC1
RABEP2	RABGEF1
RABEP2	MYC
RABEP2	HSPA1A
RABEP2	TRAPPC2
RABEP2	PSMA5
RABEP2	HSPA1L
RABEP2	VPS45
RABEP2	RABEP2
ACTBL2	ERBB2
ACTBL2	ERBB3
ACTBL2	HSPA1A
ACTBL2	CHN1
ACTBL2	HSPA1L
ACTBL2	ACTBL2
HECTD1	OFD1
HECTD1	RAB6A
HECTD1	SRGAP2
HECTD1	GPATCH1
HECTD1	ARID3B
HECTD1	HECTD1
HECTD1	PRPF38B
KCMF1	CLIC1
KCMF1	PSMA5
KCMF1	IQCB1
KCMF1	KCMF1
KCMF1	NUP188
DDI2	CLIC1
DDI2	MYC
DDI2	HSPA1A
DDI2	VARS
DDI2	NR1H3
DDI2	PSMA5
DDI2	HSPA1L
DDI2	DDI2
NAA15	CLIC1
NAA15	MYC
NAA15	HSPA1A
NAA15	VARS
NAA15	PSMA5
NAA15	HSPA1L
NAA15	NAA15
TRMT112	CLIC1
TRMT112	MYC
TRMT112	HSPA1A
TRMT112	RBM14
TRMT112	VARS
TRMT112	PSMA5
TRMT112	HSPA1L
TRMT112	TRMT112
LRBA	TTF2
LRBA	CLIC1
LRBA	MYC
LRBA	MLF2
LRBA	HSPA1A
LRBA	HDAC11
LRBA	VARS
LRBA	HSPA1L
LRBA	LRBA
GNPDA1	RAD51
GNPDA1	CLIC1
GNPDA1	CSNK2B
GNPDA1	NFKBIA
GNPDA1	MYC
GNPDA1	TIMM13
GNPDA1	HSPA1A
GNPDA1	UMPS
GNPDA1	PDS5A
GNPDA1	GNPDA1
OGFR	DCP1A
OGFR	CLIC1
OGFR	MYC
OGFR	HSPA1A
OGFR	PPARD
OGFR	VARS
OGFR	HSPA1L
OGFR	TRMT6
OGFR	OGFR
OGFR	DNAJB7
MYH14	CLIC1
MYH14	MYC
MYH14	HSPA1A
MYH14	VARS
MYH14	HSPA1L
MYH14	MYH14
SMS	CLIC1
SMS	MYC
SMS	HSPA1A
SMS	TP53RK
SMS	VARS
SMS	HSPA1L
SMS	SMS
FOXK1	CLIC1
FOXK1	VASP
FOXK1	MYC
FOXK1	HSPA1A
FOXK1	VARS
FOXK1	PSMA5
FOXK1	HSPA1L
FOXK1	FOXK1
AKAP10	CLIC1
AKAP10	MYC
AKAP10	HSPA1A
AKAP10	IKZF3
AKAP10	VARS
AKAP10	HSPA1L
AKAP10	AKAP10
PNMA2	CLIC1
PNMA2	MYC
PNMA2	HSPA1A
PNMA2	PTPN7
PNMA2	VARS
PNMA2	HSPA1L
PNMA2	PNMA2
PNMA2	DNAJB7
ARHGEF10	SIAH2
ARHGEF10	SETD2
ARHGEF10	ARPC2
ARHGEF10	PPP1R12A
ARHGEF10	ARHGEF10
ARHGEF10	MYO18A
ME1	CLIC1
ME1	DEF6
ME1	SH3GLB2
ME1	MYC
ME1	HSPA1A
ME1	MYCBP2
ME1	RPUSD2
ME1	HSPA1L
ME1	ME1
ME1	CCDC158
DPYSL3	LSM2
DPYSL3	CLIC1
DPYSL3	HSPA1A
DPYSL3	CRMP1
DPYSL3	PSMA5
DPYSL3	ST13
DPYSL3	HSPA1L
DPYSL3	DPYSL3
C12orf10	NDN
C12orf10	CLIC1
C12orf10	MYC
C12orf10	HSPA1A
C12orf10	NEFL
C12orf10	VPS26A
C12orf10	HSPA1L
C12orf10	MAGEL2
C12orf10	C12orf10
C12orf10	FAM102B
ALDH16A1	SORT1
ALDH16A1	BAG6
ALDH16A1	HSPA1A
ALDH16A1	DPT
ALDH16A1	USP1
ALDH16A1	HSPA1L
ALDH16A1	ALDH16A1
EIF3J	KIF1BP
EIF3J	OFD1
EIF3J	RAB6A
EIF3J	SCARB2
EIF3J	PNKD
EIF3J	EIF3J
ACBD3	CLIC1
ACBD3	DEF6
ACBD3	SH3GLB2
ACBD3	MYC
ACBD3	HSPA1A
ACBD3	MYCBP2
ACBD3	RPUSD2
ACBD3	ACBD3
ACBD3	CCDC158
PRUNE2	CLIC1
PRUNE2	MYC
PRUNE2	HSPA1A
PRUNE2	RPSA
PRUNE2	VARS
PRUNE2	PSMA5
PRUNE2	HSPA1L
PRUNE2	PRUNE2
AASDHPPT	CLIC1
AASDHPPT	RABGEF1
AASDHPPT	TRAPPC2
AASDHPPT	PSMA5
AASDHPPT	DAZAP1
AASDHPPT	VPS45
AASDHPPT	AASDHPPT
EIF3CL	CLIC1
EIF3CL	MYC
EIF3CL	HSPA1A
EIF3CL	VARS
EIF3CL	PSMA5
EIF3CL	RPS6
EIF3CL	HSPA1L
EIF3CL	EIF3CL
NANS	CLIC1
NANS	MYC
NANS	HSPA1A
NANS	VARS
NANS	HSPA1L
NANS	NANS
GLA	CLIC1
GLA	MYC
GLA	TERT
GLA	HSPA1A
GLA	VARS
GLA	PSMA5
GLA	HSPA1L
GLA	GLA
GLA	DNAJB7
RPP30	CLIC1
RPP30	MYC
RPP30	HSPA1A
RPP30	VARS
RPP30	PSMA5
RPP30	HSPA1L
RPP30	RPP30
PYGB	CLIC1
PYGB	MYC
PYGB	HSPA1A
PYGB	VARS
PYGB	PSMA5
PYGB	HSPA1L
PYGB	PYGB
AARSD1	ARPC2
AARSD1	PPP1R12A
AARSD1	RPUSD2
AARSD1	AARSD1
AARSD1	MYO18A
AARSD1	ALMS1
GNE	CLIC1
GNE	MYC
GNE	HSPA1A
GNE	VARS
GNE	PSMA5
GNE	HSPA1L
GNE	GNE
KCTD12	RAB9A
KCTD12	BAG6
KCTD12	HSPA1A
KCTD12	RHEB
KCTD12	DPT
KCTD12	HSPA1L
KCTD12	KCTD12
KCTD12	HCCS
KCTD12	TRIM14
CRYZ	CLIC1
CRYZ	MYC
CRYZ	GAPDH
CRYZ	HSPA1A
CRYZ	VARS
CRYZ	KNL1
CRYZ	HSPA1L
CRYZ	CRYZ
CRYZ	DNAJB7
HIST1H2BO	CLIC1
HIST1H2BO	CSNK2B
HIST1H2BO	NFKBIA
HIST1H2BO	MYC
HIST1H2BO	HSPA1A
HIST1H2BO	PRPF38A
HIST1H2BO	PDS5A
HIST1H2BO	HIST1H2BO
GON7	CLIC1
GON7	MYC
GON7	HSPA1A
GON7	TP53RK
GON7	VARS
GON7	HSPA1L
GON7	GON7
ZZEF1	CLIC1
ZZEF1	MYC
ZZEF1	HSPA1A
ZZEF1	EGFL6
ZZEF1	PSMA5
ZZEF1	SYVN1
ZZEF1	HSPA1L
ZZEF1	ZZEF1
SLK	HSPA1A
SLK	NSFL1C
SLK	HSPA1L
SLK	SLK
SLK	DNAJB7
RPL39	E2F6
RPL39	EED
RPL39	CSNK2B
RPL39	VARS
RPL39	PDS5A
RPL39	RPL39
ERI1	CLIC1
ERI1	MYC
ERI1	HSPA1A
ERI1	VARS
ERI1	PSMA5
ERI1	HSPA1L
ERI1	ERI1
PPP1R7	CLIC1
PPP1R7	MYC
PPP1R7	HSPA1A
PPP1R7	VARS
PPP1R7	KNL1
PPP1R7	HSPA1L
PPP1R7	PPP1R7
PPP1R7	KIF18A
UBFD1	CLIC1
UBFD1	CSNK2B
UBFD1	NFKBIA
UBFD1	MYC
UBFD1	HSPA1A
UBFD1	PDS5A
UBFD1	HSPA1L
UBFD1	UBFD1
RPL26L1	POP4
RPL26L1	PLEKHO1
RPL26L1	RBM4B
RPL26L1	RPL26L1
RPL26L1	MRPS30
FAM114A1	ERBB2
FAM114A1	HSPA4
FAM114A1	CHN1
FAM114A1	OFD1
FAM114A1	RAB6A
FAM114A1	AIPL1
FAM114A1	FAM114A1
TUBB4A	EGFR
TUBB4A	HSPA1A
TUBB4A	VARS
TUBB4A	HSPA1B
TUBB4A	HSPA1L
TUBB4A	TUBB4A
NAPRT	CLIC1
NAPRT	EHMT2
NAPRT	MYC
NAPRT	HSPA1A
NAPRT	LNPEP
NAPRT	VARS
NAPRT	TCP1
NAPRT	HSPA1L
NAPRT	NAPRT
FDPS	CLIC1
FDPS	MYC
FDPS	HSPA1A
FDPS	VARS
FDPS	HSPA1L
FDPS	FDPS
TBC1D2	CLIC1
TBC1D2	MYC
TBC1D2	HSPA1A
TBC1D2	POLD1
TBC1D2	VARS
TBC1D2	PSMA5
TBC1D2	HSPA1L
TBC1D2	TBC1D2
RANBP6	CLIC1
RANBP6	PSMA5
RANBP6	SCARB2
RANBP6	IQCB1
RANBP6	PNKD
RANBP6	SLC25A17
RANBP6	CA14
RANBP6	RANBP6
SRP72	ORC1
SRP72	CLIC1
SRP72	MYC
SRP72	HSPA1A
SRP72	HSPA1L
SRP72	SRP72
SRP72	TMEM237
SETSIP	CLIC1
SETSIP	MYC
SETSIP	HSPA1A
SETSIP	FEN1
SETSIP	PFDN1
SETSIP	ARPC2
SETSIP	PPP1R12A
SETSIP	SETSIP
SETSIP	MYO18A
DPP9	NUFIP2
DPP9	NEFL
DPP9	TMEM268
DPP9	DPP9
DPP9	CHRNA9
DPP9	ANKRD10
SZRD1	CLIC1
SZRD1	MYC
SZRD1	HSPA1A
SZRD1	MTMR2
SZRD1	TP53RK
SZRD1	VARS
SZRD1	HSPA1L
SZRD1	SZRD1
SZRD1	MTMR10
SCRN1	ARPC2
SCRN1	PLEC
SCRN1	MYL6B
SCRN1	PPP1R12A
SCRN1	C11orf58
SCRN1	SCRN1
SCRN1	MYO18A
GNPDA2	RAD51
GNPDA2	CSNK2B
GNPDA2	NFKBIA
GNPDA2	TIMM13
GNPDA2	UMPS
GNPDA2	PDS5A
GNPDA2	GNPDA2
FNTB	CLIC1
FNTB	MYC
FNTB	HSPA1A
FNTB	VARS
FNTB	HSPA1L
FNTB	FNTB
FNTB	LMNB2
YARS	SORT1
YARS	CSNK2B
YARS	NFKBIA
YARS	VARS
YARS	PDS5A
YARS	YARS
YARS	FOXI2
QRICH1	HSPA1A
QRICH1	RBX1
QRICH1	ZDHHC17
QRICH1	FBH1
QRICH1	HSPA1L
QRICH1	QRICH1
QRICH1	LY6G6C
TBCE	CLIC1
TBCE	CSNK2B
TBCE	NFKBIA
TBCE	MYC
TBCE	HSPA1A
TBCE	PDS5A
TBCE	HSPA1L
TBCE	TBCE
SCLY	CLIC1
SCLY	MYC
SCLY	HSPA1A
SCLY	TP53RK
SCLY	VARS
SCLY	IDE
SCLY	SCLY
SCLY	MTMR10
SCLY	XPNPEP3
TUBB6	CLIC1
TUBB6	MYC
TUBB6	HSPA1A
TUBB6	VARS
TUBB6	PSMA5
TUBB6	HSPA1L
TUBB6	TUBB6
NUDCD1	HSPA1A
NUDCD1	RMND5A
NUDCD1	HSPA1L
NUDCD1	CLN5
NUDCD1	NUDCD1
NUDCD1	LIPH
NUDCD1	VWA8
PCYT1A	ABHD16A
PCYT1A	CSNK2B
PCYT1A	NFKBIA
PCYT1A	BARD1
PCYT1A	PDS5A
PCYT1A	PCYT1A
PCYT1A	GPRC5C
PCYT1A	B4GAT1
RABGGTA	RAB9A
RABGGTA	GAPDH
RABGGTA	HSPA1A
RABGGTA	RHEB
RABGGTA	RABGGTB
RABGGTA	KNL1
RABGGTA	HSPA1L
RABGGTA	RABGGTA
TPP2	CLIC1
TPP2	MYC
TPP2	HSPA1A
TPP2	ARPC2
TPP2	PLEC
TPP2	PPP1R12A
TPP2	TPP2
TPP2	MYO18A
PSME4	CLIC1
PSME4	MYC
PSME4	HSPA1A
PSME4	VARS
PSME4	PSMA5
PSME4	HSPA1L
PSME4	PSME4
TMOD3	CLIC1
TMOD3	MYC
TMOD3	HSPA1A
TMOD3	ARPC2
TMOD3	PLEC
TMOD3	PPP1R12A
TMOD3	TMOD3
TMOD3	MYO18A
TNS3	CLIC1
TNS3	MYC
TNS3	ERBB2
TNS3	HSPA1A
TNS3	GRB7
TNS3	CHN1
TNS3	TNS3
TNS3	LY6G6F
TSTA3	LSM2
TSTA3	GIPC1
TSTA3	MOB4
TSTA3	TIMM13
TSTA3	CDK5RAP3
TSTA3	CRMP1
TSTA3	TSTA3
RPP40	POP4
RPP40	NUFIP2
RPP40	RBM4B
RPP40	RPP40
RPP40	CHRNA9
RPP40	ANKRD10
RPP40	MIRLET7B
RPL28	CLIC1
RPL28	MYC
RPL28	HSPA1A
RPL28	VARS
RPL28	PSMA5
RPL28	HSPA1L
RPL28	RPL28
GMPR2	CLIC1
GMPR2	MYC
GMPR2	ERBB2
GMPR2	HSPA1A
GMPR2	GRB7
GMPR2	CHN1
GMPR2	GMPR2
GMPR2	LY6G6F
ZFYVE19	HSPA1A
ZFYVE19	RBX1
ZFYVE19	ZDHHC17
ZFYVE19	FBH1
ZFYVE19	HSPA1L
ZFYVE19	ZFYVE19
ZFYVE19	LY6G6C
ELP4	EGFR
ELP4	HSPA1A
ELP4	VARS
ELP4	HSPA1B
ELP4	HSPA1L
ELP4	ELP4
ACADM	CLIC1
ACADM	MYC
ACADM	HSPA1A
ACADM	VARS
ACADM	HSPA1L
ACADM	CTSD
ACADM	ACADM
PALM2-AKAP2	OFD1
PALM2-AKAP2	RAB6A
PALM2-AKAP2	AIP
PALM2-AKAP2	PRKAR2B
PALM2-AKAP2	PALM2-AKAP2
RELCH	CLIC1
RELCH	MYC
RELCH	HSPA1A
RELCH	MED9
RELCH	MAP1LC3B
RELCH	SPAG9
RELCH	METAP2
RELCH	SCARB2
RELCH	PNKD
RELCH	AAMP
RELCH	RELCH
SCPEP1	CLIC1
SCPEP1	MYC
SCPEP1	HSPA1A
SCPEP1	VARS
SCPEP1	PSMA5
SCPEP1	HSPA1L
SCPEP1	ASNS
SCPEP1	SCPEP1
TUBA4B	ERBB2
TUBA4B	CBL
TUBA4B	HSPA1A
TUBA4B	CHN1
TUBA4B	HSPA1B
TUBA4B	HSPA1L
TUBA4B	TUBA4B
LZTFL1	CLIC1
LZTFL1	DEF6
LZTFL1	SH3GLB2
LZTFL1	MYC
LZTFL1	HSPA1A
LZTFL1	MYCBP2
LZTFL1	RPUSD2
LZTFL1	LZTFL1
LZTFL1	CCDC158
BRAT1	CLIC1
BRAT1	CSNK2B
BRAT1	NFKBIA
BRAT1	MYC
BRAT1	HSPA1A
BRAT1	PDS5A
BRAT1	HSPA1L
BRAT1	BRAT1
BRAT1	APLNR
EXO5	RPA1
EXO5	CSNK2B
EXO5	OFD1
EXO5	ARPC2
EXO5	RAB6A
EXO5	PDS5A
EXO5	PPP1R12A
EXO5	EXO5
EXO5	MYO18A
KLHL14	BAG6
KLHL14	HSPA1A
KLHL14	DPT
KLHL14	PEF1
KLHL14	KIAA0930
KLHL14	HSPA1L
KLHL14	KLHL14
KLHL14	KLHL26
KLHL14	KCTD21
TRIM62	CLIC1
TRIM62	MYC
TRIM62	HSPA1A
TRIM62	MED9
TRIM62	METAP2
TRIM62	VARS
TRIM62	NRGN
TRIM62	HSPA1L
TRIM62	TRIM62
MTSS1	HSPA1A
MTSS1	RBX1
MTSS1	HSPA1L
MTSS1	MTSS1
MTSS1	DNAJB7
MAPRE3	CLIC1
MAPRE3	AURKA
MAPRE3	HSPA1A
MAPRE3	PSMA5
MAPRE3	HSPA1L
MAPRE3	MAPRE3
MAPRE3	KIF19
LIN28B	NUFIP2
LIN28B	TMEM268
LIN28B	LIN28B
LIN28B	CHRNA9
LIN28B	ANKRD10
LIN28B	MIRLET7A3
TRIM71	SORT1
TRIM71	TIMM13
TRIM71	DICER1
TRIM71	PNKD
TRIM71	AAMP
TRIM71	TRIM71
IGSF5	MAGI1
IGSF5	ERBB2
IGSF5	HSPA4
IGSF5	CHN1
IGSF5	OFD1
IGSF5	WBP2
IGSF5	RAB6A
IGSF5	SSTR3
IGSF5	AIPL1
IGSF5	SRGAP2
IGSF5	IGSF5
ANTXR2	CLIC1
ANTXR2	DEF6
ANTXR2	MYC
ANTXR2	HSPA1A
ANTXR2	MYCBP2
ANTXR2	HSPA1L
ANTXR2	RSPO2
ANTXR2	ANTXR2
ANTXR2	LGR4
ASB5	LSM2
ASB5	HSPA1A
ASB5	OFD1
ASB5	DNAJA1
ASB5	RAB6A
ASB5	HSPA1L
ASB5	ASB5
ASB11	CLIC1
ASB11	MYC
ASB11	HSPA1A
ASB11	VARS
ASB11	DDOST
ASB11	HSPA1L
ASB11	ASB11
ASB11	TMEM258
ASB14	TTF2
ASB14	CLIC1
ASB14	MYC
ASB14	HSPA1A
ASB14	NOTCH2
ASB14	SMAD1
ASB14	VARS
ASB14	HSPA1L
ASB14	ASB14
ASB15	GAPDH
ASB15	HSPA1A
ASB15	KNL1
ASB15	HSPA1L
ASB15	ASB15
ASB15	DNAJB7
ASB17	HSPA1A
ASB17	HSP90AA1
ASB17	VARS
ASB17	AIPL1
ASB17	HSPA1B
ASB17	HSPA1L
ASB17	ASB17
ASB18	CLIC1
ASB18	NME1
ASB18	HDAC5
ASB18	HSPA1A
ASB18	PSMA5
ASB18	HSPA1L
ASB18	ASB18
CRLS1	CLIC1
CRLS1	MYC
CRLS1	HSPA1A
CRLS1	VARS
CRLS1	PINK1
CRLS1	HSPA1B
CRLS1	HSPA1L
CRLS1	CRLS1
CRLS1	DNAJB7
ZC3H12A	CLIC1
ZC3H12A	MYC
ZC3H12A	HSPA1A
ZC3H12A	KPNA2
ZC3H12A	VARS
ZC3H12A	PSMA5
ZC3H12A	HSPA1L
ZC3H12A	ZC3H12A
RNF213	EGFR
RNF213	HSPA1A
RNF213	VARS
RNF213	HSPA1B
RNF213	HSPA1L
RNF213	AAMP
RNF213	RNF213
RUBCN	EGFR
RUBCN	HSPA1A
RUBCN	VARS
RUBCN	HSPA1B
RUBCN	HSPA1L
RUBCN	AAMP
RUBCN	RUBCN
PGAM2	GAPDH
PGAM2	HSPA1A
PGAM2	KNL1
PGAM2	HSPA1L
PGAM2	PGAM2
PGAM2	DNAJB7
PACS2	CLIC1
PACS2	MYC
PACS2	HSPA1A
PACS2	VARS
PACS2	TCP1
PACS2	HSPA1L
PACS2	PACS2
PACS2	WDR37
LGR4	CLIC1
LGR4	DEF6
LGR4	MYC
LGR4	HSPA1A
LGR4	MYCBP2
LGR4	HSPA1L
LGR4	RSPO2
LGR4	LGR4
LGMN	CLIC1
LGMN	MYC
LGMN	HSPA1A
LGMN	MRPL49
LGMN	HSPA1L
LGMN	NENF
LGMN	LGMN
LGMN	PDIA5
LGMN	MRPS30
ADARB2	CLIC1
ADARB2	MYC
ADARB2	HSPA1A
ADARB2	KIF11
ADARB2	VARS
ADARB2	HSPA1L
ADARB2	ADARB2
DROSHA	NUFIP2
DROSHA	LNPEP
DROSHA	TMEM268
DROSHA	DROSHA
DROSHA	CHRNA9
DROSHA	ANKRD10
GTPBP4	CLIC1
GTPBP4	MYC
GTPBP4	HSPA1A
GTPBP4	VARS
GTPBP4	HSPA1L
GTPBP4	GTPBP4
KLHL29	HSPA1A
KLHL29	RBX1
KLHL29	PLEKHO1
KLHL29	KBTBD7
KLHL29	HSPA1L
KLHL29	KLHL29
KLHL29	DNAJB7
RNF219	TTF2
RNF219	CLIC1
RNF219	TCEANC
RNF219	MYC
RNF219	BRF2
RNF219	HSPA1A
RNF219	HDAC11
RNF219	VARS
RNF219	HSPA1L
RNF219	RNF219
RBM34	CLIC1
RBM34	MYC
RBM34	HSPA1A
RBM34	VARS
RBM34	PSMA5
RBM34	HSPA1L
RBM34	RBM34
LSG1	CLIC1
LSG1	MYC
LSG1	HSPA1A
LSG1	VARS
LSG1	PSMA5
LSG1	HSPA1L
LSG1	LSG1
DGAT2	CSNK2B
DGAT2	HSPA1A
DGAT2	VCP
DGAT2	ARPC2
DGAT2	PPP1R12A
DGAT2	HSPA1L
DGAT2	DGAT2
DGAT2	MYO18A
RNF135	CLIC1
RNF135	MYC
RNF135	HSPA1A
RNF135	PSMA5
RNF135	IQCB1
RNF135	HSPA1L
RNF135	RNF135
SLC22A18	CLIC1
SLC22A18	HLA-DQA1
SLC22A18	PSMA5
SLC22A18	IQCB1
SLC22A18	CA14
SLC22A18	SLC22A18
RNF130	CLIC1
RNF130	MYC
RNF130	HSPA1A
RNF130	VARS
RNF130	PSMA5
RNF130	HSPA1L
RNF130	RNF130
ALPL	CLIC1
ALPL	MYC
ALPL	HSPA1A
ALPL	UBTF
ALPL	VARS
ALPL	PSMA5
ALPL	EDA
ALPL	HSPA1L
ALPL	ALPL
APOC2	CLIC1
APOC2	TIMM13
APOC2	HSPA1A
APOC2	CA8
APOC2	ALB
APOC2	PSMA5
APOC2	ST13
APOC2	HSPA1L
APOC2	APOC2
GNG8	CLIC1
GNG8	MYC
GNG8	HSPA1A
GNG8	MED9
GNG8	GNB1
GNG8	METAP2
GNG8	VARS
GNG8	HSPA1L
GNG8	GNG8
NEBL	CLIC1
NEBL	MYC
NEBL	HSPA1A
NEBL	VARS
NEBL	PSMA5
NEBL	HSPA1L
NEBL	NANS
NEBL	NEBL
NEBL	NAXD
XIRP1	CLIC1
XIRP1	VASP
XIRP1	MYC
XIRP1	HSPA1A
XIRP1	PSMA5
XIRP1	HSPA1L
XIRP1	XIRP1
XIRP2	CLIC1
XIRP2	MYC
XIRP2	HSPA1A
XIRP2	FLNC
XIRP2	VARS
XIRP2	PLEKHO1
XIRP2	HSPA1L
XIRP2	XIRP2
KCNAB2	CSNK2B
KCNAB2	BAG6
KCNAB2	HSPA1A
KCNAB2	DPT
KCNAB2	HSPA1L
KCNAB2	KCNAB2
TRMT10C	NUFIP2
TRMT10C	TMEM268
TRMT10C	TRMT10C
TRMT10C	CHRNA9
TRMT10C	ANKRD10
TRMT10C	MIRLET7A3
GRSF1	CLIC1
GRSF1	MYC
GRSF1	HSPA1A
GRSF1	VARS
GRSF1	HSPA1L
GRSF1	GRSF1
ENTPD1	RANBP9
ENTPD1	CLIC1
ENTPD1	MYC
ENTPD1	HSPA1A
ENTPD1	VARS
ENTPD1	HSPA1L
ENTPD1	ENTPD1
NACC2	HSPA1A
NACC2	NUFIP2
NACC2	CHD4
NACC2	HSPA1B
NACC2	HSPA1L
NACC2	NACC2
NACC2	CHRNA9
NACC2	DNAJB7
HSF5	CLIC1
HSF5	ACTN1
HSF5	MYC
HSF5	HSPA1A
HSF5	VARS
HSF5	PSMA5
HSF5	HSPA1L
HSF5	HSF5
HSFX1	CSNK2B
HSFX1	NFKBIA
HSFX1	HSPA1A
HSFX1	VCAN
HSFX1	CA8
HSFX1	SPDL1
HSFX1	PDS5A
